Colleen	4	Event Planning & Services	2766
Colleen	5	Hiking	2766
Colleen	5	Parks	2766
Colleen	5	Active Life	2766
Colleen	5	Public Services & Government	2766
Colleen	5	Landmarks & Historical Buildings	2766
Colleen	5	Modern European	2766
Colleen	5	Mediterranean	2766
Colleen	5	Wine Bars	2766
Colleen	5	Bars	2766
Colleen	5	Restaurants	2766
Colleen	5	Nightlife	2766
Colleen	5	British	2766
Kenny	4	Gastropubs	2750
Kenny	4	Restaurants	2750
Kenny	4	Nightlife	2750
Kenny	4	Bars	2750
Kenny	4	Pubs	2750
Kenny	4	Museums	2750
Kenny	4	Local Flavor	2750
Kenny	4	Arts & Entertainment	2750
Kenny	3	Shopping	2750
Kenny	3	Public Transportation	2750
Kenny	3	Transportation	2750
Kenny	3	Hotels & Travel	2750
Kenny	3	Travel Services	2750
Kenny	3	Train Stations	2750
Kenny	4	Hotels & Travel	2750
Kenny	4	Travel Agents	2750
Kenny	4	Beer Tours	2750
Kenny	4	Landmarks & Historical Buildings	2750
Kenny	4	Travel Services	2750
Kenny	4	Local Flavor	2750
Kenny	4	Public Services & Government	2750
Kenny	4	Tours	2750
Kenny	4	Arts & Entertainment	2750
Kenny	4	Historical Tours	2750
Kenny	4	Festivals	2750
Kenny	5	Fast Food	2750
Kenny	5	Restaurants	2750
Kenny	5	Scottish	2750
Kenny	5	Sandwiches	2750
Kenny	3	Pubs	2750
Kenny	3	Bars	2750
Kenny	3	Nightlife	2750
Kenny	4	Scottish	2750
Kenny	4	Restaurants	2750
Kenny	5	British	2750
Kenny	5	Restaurants	2750
Kenny	5	Beer	2750
Kenny	5	Wine & Spirits	2750
Kenny	5	Food	2750
Kenny	3	Hiking	2750
Kenny	3	Parks	2750
Kenny	3	Active Life	2750
Kenny	3	Public Services & Government	2750
Kenny	3	Landmarks & Historical Buildings	2750
Kenny	3	Hotels & Travel	2750
Kenny	3	Airports	2750
Kenny	5	Bakeries	2750
Kenny	5	Food	2750
Kenny	5	Desserts	2750
Kenny	3	Restaurants	2750
Kenny	3	Irish	2750
Kenny	3	Nightlife	2750
Kenny	3	Bars	2750
Kenny	3	Pubs	2750
Kenny	4	Museums	2750
Kenny	4	Arts & Entertainment	2750
Kenny	4	Public Services & Government	2750
Kenny	4	Landmarks & Historical Buildings	2750
Kenny	4	Scottish	2750
Kenny	4	Brasseries	2750
Kenny	4	Restaurants	2750
Kenny	5	Breakfast & Brunch	2750
Kenny	5	Gluten-Free	2750
Kenny	5	British	2750
Kenny	5	Burgers	2750
Kenny	5	Restaurants	2750
Carol	4	Food	2718
Carol	4	Grocery	2718
Carol	4	Bakeries	2718
Carol	4	Beer	2718
Carol	4	Wine & Spirits	2718
Carol	3	Bars	2718
Carol	3	Gastropubs	2718
Carol	3	Restaurants	2718
Carol	3	Burgers	2718
Carol	3	Nightlife	2718
Carol	5	Venues & Event Spaces	2718
Carol	5	Hotels & Travel	2718
Carol	5	Event Planning & Services	2718
Carol	5	Hotels	2718
Carol	5	French	2718
Carol	5	Restaurants	2718
Carol	3	Nightlife	2718
Carol	3	Wine Bars	2718
Carol	3	Bars	2718
Carol	3	Pubs	2718
Carol	3	Brasseries	2718
Carol	3	Local Flavor	2718
Carol	3	Scottish	2718
Carol	3	Restaurants	2718
Carol	3	British	2718
Carol	5	Restaurants	2718
Carol	5	Bars	2718
Carol	5	Nightlife	2718
Carol	5	British	2718
Carol	5	Seafood	2718
Carol	4	Nightlife	2718
Carol	4	Bars	2718
Carol	4	Event Planning & Services	2718
Carol	4	Restaurants	2718
Carol	4	Venues & Event Spaces	2718
Carol	4	French	2718
Carol	4	Champagne Bars	2718
Carol	4	French	2718
Carol	4	Restaurants	2718
Carol	4	Hotels & Travel	2718
Carol	4	Tours	2718
Carol	4	Museums	2718
Carol	4	Arts & Entertainment	2718
Carol	4	Public Services & Government	2718
Carol	4	Landmarks & Historical Buildings	2718
Chris	2	Nightlife	2532
Chris	2	Restaurants	2532
Chris	2	Pubs	2532
Chris	2	Bars	2532
Chris	2	Scottish	2532
Alex	4	Coffee & Tea	2378
Alex	4	Tea Rooms	2378
Alex	4	Food	2378
Alex	4	Sandwiches	2378
Alex	4	Restaurants	2378
Alex	4	Breakfast & Brunch	2378
Alex	5	Salad	2378
Alex	5	Chicken Wings	2378
Alex	5	Restaurants	2378
Alex	5	Burgers	2378
Alex	4	Karaoke	2378
Alex	4	Dance Clubs	2378
Alex	4	Arts & Entertainment	2378
Alex	4	Nightlife	2378
Alex	4	Music Venues	2378
Alex	4	Breakfast & Brunch	2378
Alex	4	Gluten-Free	2378
Alex	4	British	2378
Alex	4	Burgers	2378
Alex	4	Restaurants	2378
Alex	4	Event Planning & Services	2378
Alex	4	Venues & Event Spaces	2378
Alex	4	Performing Arts	2378
Alex	4	Arts & Entertainment	2378
Alex	5	Restaurants	2378
Alex	5	British	2378
Alex	4	Nightlife	2378
Alex	4	Beer Bar	2378
Alex	4	Pubs	2378
Alex	4	Breweries	2378
Alex	4	Bars	2378
Alex	4	Food	2378
Alex	3	Bars	2378
Alex	3	Nightlife	2378
Alex	3	Restaurants	2378
Alex	3	British	2378
Alex	4	Food	2378
Alex	4	Grocery	2378
Alex	4	Beer	2378
Alex	4	Wine & Spirits	2378
Alex	4	Donuts	2378
Alex	3	Beer	2378
Alex	3	Wine & Spirits	2378
Alex	3	Grocery	2378
Alex	3	Food	2378
Alex	4	Sports Bars	2378
Alex	4	Fast Food	2378
Alex	4	Restaurants	2378
Alex	4	American (Traditional)	2378
Alex	4	Music Venues	2378
Alex	4	Arts & Entertainment	2378
Alex	4	Bars	2378
Alex	4	Nightlife	2378
Alex	4	Pubs	2378
Alex	4	Bars	2378
Alex	4	Nightlife	2378
Alex	4	Arts & Entertainment	2378
Alex	5	Bakeries	2378
Alex	5	Food	2378
Alex	5	Desserts	2378
Alex	4	American (New)	2378
Alex	4	Pubs	2378
Alex	4	Cocktail Bars	2378
Alex	4	Scottish	2378
Alex	4	Wine Bars	2378
Alex	4	Bars	2378
Alex	4	Nightlife	2378
Alex	4	Gastropubs	2378
Alex	4	Restaurants	2378
Alex	4	Patisserie/Cake Shop	2378
Alex	4	Specialty Food	2378
Alex	4	Macarons	2378
Alex	4	Food	2378
Alex	3	Public Transportation	2378
Alex	3	Transportation	2378
Alex	3	Hotels & Travel	2378
Alex	3	Travel Services	2378
Alex	3	Train Stations	2378
Alex	4	Sushi Bars	2378
Alex	4	Restaurants	2378
Alex	4	Japanese	2378
Alex	5	Festivals	2378
Alex	5	Arts & Entertainment	2378
Alex	5	Local Flavor	2378
Alex	5	Performing Arts	2378
Alex	4	Delicatessen	2378
Alex	4	Food	2378
Alex	4	Coffee & Tea	2378
Alex	5	Hiking	2378
Alex	5	Parks	2378
Alex	5	Active Life	2378
Alex	5	Public Services & Government	2378
Alex	5	Landmarks & Historical Buildings	2378
Alex	4	Bars	2378
Alex	4	Gastropubs	2378
Alex	4	British	2378
Alex	4	Tapas/Small Plates	2378
Alex	4	Breakfast & Brunch	2378
Alex	4	Cocktail Bars	2378
Alex	4	Nightlife	2378
Alex	4	Restaurants	2378
Alex	5	Scottish	2378
Alex	5	British	2378
Alex	5	Restaurants	2378
Alex	5	Fast Food	2378
Alex	5	Restaurants	2378
Alex	5	Scottish	2378
Alex	5	Sandwiches	2378
