Event Photography	5.0
Event Planning & Services	3.79
Eyelash Service	3.875
Eyewear & Opticians	3.7222222222222223
Fabric Stores	4.166666666666667
Falafel	4.0
Family Practice	3.4166666666666665
Farmers Market	4.357142857142857
Fashion	3.657587548638132
Fast Food	3.7217391304347824
Festivals	4.033333333333333
Filipino	4.0
Financial Services	3.0714285714285716
Fish & Chips	3.6634615384615383
Fitness & Instruction	3.9558823529411766
Flooring	3.5
Florists	4.375
Flowers	4.5
Flowers & Gifts	3.9274193548387095
Food	3.930357142857143
Food Court	3.3333333333333335
Food Delivery Services	4.147058823529412
Food Tours	5.0
Food Trucks	4.5
Framing	4.333333333333333
French	4.120689655172414
Friterie	4.5
Fruits & Veggies	4.136363636363637
Funeral Services & Cemeteries	4.5
Furniture Stores	3.5
Gas Stations	3.5
Gastropubs	3.616883116883117
Gay Bars	3.75
General Dentistry	3.75
General Litigation	3.0
German	3.5
Gift Shops	3.973684210526316
Gluten-Free	4.05
Golf	4.25
Graphic Design	4.0
Greek	3.9
Grocery	3.6823529411764704
Guest Houses	4.388888888888889
Guitar Stores	4.0
Gyms	4.0
Hair Extensions	3.25
Hair Removal	3.8125
Hair Salons	3.8489583333333335
Hair Stylists	4.035714285714286
Halal	3.888888888888889
Handyman	5.0
Hardware Stores	3.9444444444444446
Haunted Houses	2.5
Health & Medical	3.9216867469879517
Health Markets	3.9642857142857144
High Fidelity Audio Equipment	3.8333333333333335
Hiking	4.666666666666667
Himalayan/Nepalese	4.1875
Historical Tours	3.5
Hobby Shops	4.076923076923077
Home & Garden	3.75
Home Decor	4.045454545454546
Home Services	3.4328358208955225
Home Theatre Installation	3.5
Horseback Riding	4.5
Hospitals	4.142857142857143
Hostels	3.4722222222222223
Hot Dogs	3.5
Hotels	3.7167832167832167
Hotels & Travel	3.683206106870229
Hunting & Fishing Supplies	3.0
Hypnosis/Hypnotherapy	4.5
IT Services & Computer Repair	3.78125
Ice Cream & Frozen Yogurt	4.052631578947368
Imported Food	4.041666666666667
Indian	3.8865546218487395
Interior Design	4.5
Internet Cafes	3.6666666666666665
Irish	3.75
Italian	3.69205298013245
Japanese	3.71875
Jazz & Blues	4.166666666666667
Jewelry	3.8214285714285716
Juice Bars & Smoothies	3.9423076923076925
Junk Removal & Hauling	4.0
Karaoke	3.5
Keys & Locksmiths	4.1
Kids Activities	3.1666666666666665
Kitchen & Bath	3.375
Knitting Supplies	4.25
Korean	3.9375
Landmarks & Historical Buildings	4.136363636363637
Laser Eye Surgery/Lasik	3.0
Laser Hair Removal	3.8
Latin American	3.6666666666666665
Laundromat	4.166666666666667
Laundry Services	3.8333333333333335
Lawyers	2.8333333333333335
Leather Goods	3.25
Leisure Centers	4.026315789473684
Libraries	4.0
Lighting Fixtures & Equipment	4.0
Lingerie	3.642857142857143
Live/Raw Food	4.0
Local Flavor	3.9554455445544554
Local Services	3.794392523364486
Lounges	3.823529411764706
Macarons	4.5
Mags	3.8313253012048194
Makeup Artists	5.0
Malaysian	3.875
Market Stalls	3.0
Mass Media	3.6875
Massage	4.151515151515151
Massage Therapy	4.75
Maternity Wear	4.5
Meat Shops	4.423076923076923
Medical Centers	3.4
Medical Spas	4.125
Mediterranean	3.892857142857143
Men's Clothing	3.5873015873015874
Mexican	3.640625
Middle Eastern	3.966666666666667
Middle Schools & High Schools	4.5
Milkshake Bars	4.0
Mobile Phone Repair	3.8333333333333335
Mobile Phones	3.3461538461538463
Modern European	4.027027027027027
Mongolian	4.0
Moroccan	3.1666666666666665
Movers	3.25
Museums	4.068181818181818
Music & DVDs	3.840909090909091
Music & Video	3.8313253012048194
Music Venues	3.8372093023255816
Musical Instrument Services	4.0
Musical Instruments & Teachers	4.09375
Musicians	4.5
Nail Salons	3.7205882352941178
Naturopathic/Holistic	4.5
Newspapers & Magazines	3.533333333333333
Nightlife	3.606811145510836
Noodles	3.5
Nurseries & Gardening	3.875
Nutritionists	4.25
Occupational Therapy	2.5
Office Equipment	3.142857142857143
Oncologist	4.0
Opera & Ballet	4.0
Optometrists	4.0
Organic Stores	4.166666666666667
Orthodontists	3.5
Osteopathic Physicians	5.0
Outdoor Gear	3.8076923076923075
Outlet Stores	3.5
Paintball	5.0
Painters	4.0
Pakistani	3.803030303030303
Parking	3.625
Parks	4.25
Party & Event Planning	4.75
Party Supplies	4.25
Patisserie/Cake Shop	4.0625
Pawn Shops	3.0
Performing Arts	4.048387096774194
Permanent Makeup	5.0
Persian/Iranian	4.0
Personal Shopping	4.0
Pet Boarding	3.5
Pet Groomers	3.9
Pet Services	3.875
Pet Sitting	4.25
Pet Stores	3.642857142857143
Pets	3.6451612903225805
Photographers	5.0
Photography Stores & Services	3.5
Physical Therapy	4.4
Piano Stores	4.0
Piercing	3.9166666666666665
Pilates	4.5
Pizza	3.6492537313432836
Playgrounds	3.75
Plumbing	4.0
Podiatrists	4.5
Polish	4.125
Pool Halls	3.6666666666666665
Portuguese	3.75
Post Offices	3.2142857142857144
Print Media	3.5833333333333335
Printing Services	3.35
Private Investigation	5.0
Professional Services	3.75
Property Management	2.625
Public Services & Government	3.9178082191780823
Public Transportation	3.0
Pubs	3.526243093922652
Race Tracks	4.5
Ramen	3.6666666666666665
Real Estate	3.0
Real Estate Agents	3.0
Real Estate Services	2.96875
Recreation Centers	3.9705882352941178
Reflexology	4.75
Religious Organizations	4.2272727272727275
Restaurants	3.813812858052196
Rock Climbing	4.5
Roofing	4.333333333333333
Rugs	4.0
Russian	4.0
Salad	4.166666666666667
Sandwiches	3.9491525423728815
Saunas	3.8333333333333335
Scandinavian	4.0
Scottish	4.102941176470588
Seafood	4.046875
Seafood Markets	4.041666666666667
Session Photography	5.0
Sewing & Alterations	3.966666666666667
Shades & Blinds	4.5
Shared Office Spaces	1.5
Shipping Centers	3.75
Shoe Repair	3.95
Shoe Stores	3.546875
Shopping	3.774580335731415
Shopping Centers	3.235294117647059
Skate Shops	3.5
Skating Rinks	4.5
Ski & Snowboard Shops	4.0
Ski Resorts	4.0
Skiing	4.0
Skin Care	4.416666666666667
Smog Check Stations	3.125
Smokehouse	4.5
Soccer	3.7
Social Clubs	4.666666666666667
Soul Food	3.75
Soup	4.03125
Souvenir Shops	3.5833333333333335
Spanish	3.8947368421052633
Special Education	4.5
Specialty Food	4.168181818181818
Specialty Schools	4.277777777777778
Spiritual Shop	4.5
Sporting Goods	3.7058823529411766
Sports Bars	3.5
Sports Clubs	3.8125
Sports Medicine	4.5
Sports Wear	3.4545454545454546
Spray Tanning	2.0
Stadiums & Arenas	3.875
Steakhouses	4.052631578947368
Street Vendors	4.045454545454546
Supernatural Readings	4.5
Surf Shop	4.0
Sushi Bars	3.8043478260869565
Swimming Pools	3.7916666666666665
Swimwear	3.3333333333333335
Szechuan	4.0
Tai Chi	3.5
Taiwanese	4.0
Tanning	3.642857142857143
Tapas Bars	3.9166666666666665
Tapas/Small Plates	3.892857142857143
Tasting Classes	4.5
Tattoo	4.40625
Tattoo Removal	3.5
Taxis	3.4285714285714284
Tea Rooms	4.066666666666666
Telecommunications	3.0
Television Service Providers	3.0
Tennis	4.0
Tex-Mex	3.7
Thai	3.8229166666666665
Thrift Stores	3.9705882352941178
Tiki Bars	4.0
Tires	2.875
Tobacco Shops	4.0
Tours	4.057142857142857
Toy Stores	3.823529411764706
Traditional Chinese Medicine	5.0
Traditional Clothing	4.125
Train Stations	3.3333333333333335
Trainers	4.375
Transportation	3.25
Travel Agents	4.25
Travel Services	3.6666666666666665
Turkish	3.7115384615384617
Tutoring Centers	4.5
Uniforms	2.5
University Housing	4.25
Urologists	4.0
Used	3.9444444444444446
Vacation Rentals	4.5
Vape Shops	2.5
Vegan	4.136363636363637
Vegetarian	3.975
Venues & Event Spaces	3.7261904761904763
Veterinarians	3.4375
Video Game Stores	4.0
Videos & Video Game Rental	3.642857142857143
Vietnamese	4.166666666666667
Vintage & Consignment	3.9444444444444446
Vinyl Records	4.1923076923076925
Waffles	4.25
Walking Tours	3.8333333333333335
Watch Repair	3.9
Watches	4.0
Waxing	4.05
Wedding Planning	3.8333333333333335
Whiskey Bars	4.214285714285714
Wholesale Stores	4.0
Windows Installation	2.5
Wine & Spirits	3.9146341463414633
Wine Bars	3.763157894736842
Wineries	3.888888888888889
Women's Clothing	3.6666666666666665
Yelp Events	4.5
Yoga	4.142857142857143
Zoos	4.0
